87, 9768,1084,11
84, 9741,1117,8
95, 9773,1070,12
85, 9799,1059,7
76, 9715,1148,11
79, 9794,1072,5
84, 9756,1102,8
80, 9778,1085,7
83, 9776,1083,8
89, 9765,1092,4
79, 9798,1061,12
75, 9747,1120,8
81, 9796,1067,6
72, 9800,1067,11
77, 9816,1054,3
65, 9782,1096,7
84, 9783,1076,7
84, 9804,1053,9
78, 9735,1129,8
81, 9823,1031,15
79, 9781,1081,9
66, 9754,1116,14
78, 9723,1143,6
80, 9759,1100,11
69, 9808,1069,4
82, 9801,1057,10
83, 9724,1134,9
82, 9794,1062,12
81, 9770,1091,8
85, 9805,1052,8
84, 9779,1076,11
74, 9840,1032,4
75, 9752,1117,6
84, 9819,1042,5
71, 9736,1131,12
89, 9734,1118,9
83, 9747,1110,10
82, 9765,1092,11
69, 9792,1082,7
81, 9743,1110,16
75, 9808,1053,14
89, 9786,1066,9
78, 9765,1100,7
73, 9802,1066,9
86, 9788,1073,3
80, 9772,1093,5
87, 9764,1091,8
86, 9816,1044,4
90, 9780,1066,14
77, 9802,1063,8
91, 9755,1095,9
75, 9765,1101,9
86, 9767,1091,6
86, 9822,1037,5
82, 9801,1058,9
71, 9768,1102,9
77, 9780,1088,5
73, 9747,1122,8
85, 9791,1064,10
85, 9753,1108,4
90, 9717,1134,9
79, 9755,1108,8
89, 9746,1108,7
74, 9803,1063,10
75, 9740,1126,9
88, 9789,1067,6
83, 9785,1072,10
92, 9737,1113,8
81, 9727,1129,13
83, 9748,1107,12
67, 9828,1046,9
77, 9772,1088,13
74, 9808,1055,13
86, 9790,1066,8
67, 9778,1095,10
83, 9807,1053,7
79, 9776,1092,3
87, 9772,1086,5
77, 9720,1147,6
74, 9822,1046,8
76, 9788,1070,16
67, 9767,1105,11
90, 9730,1125,5
78, 9789,1074,9
80, 9796,1066,8
82, 9756,1096,16
85, 9804,1055,6
74, 9759,1104,13
85, 9767,1091,7
89, 9817,1037,7
74, 9740,1122,14
83, 9798,1059,10
94, 9816,1028,12
72, 9792,1073,13
80, 9761,1096,13
72, 9804,1068,6
72, 9791,1081,6
81, 9801,1058,10
73, 9818,1051,8
88, 9736,1119,7
74, 8642,2216,18
76, 8717,2138,19
64, 8623,2254,9
69, 8710,2148,23
59, 8696,2172,23
64, 8745,2130,11
66, 8677,2189,18
66, 8685,2184,15
74, 8711,2147,18
73, 8721,2140,16
70, 8669,2196,15
71, 8739,2119,21
76, 8619,2240,15
80, 8705,2155,10
64, 8672,2193,21
72, 8646,2213,19
71, 8755,2110,14
74, 8718,2147,11
70, 8724,2142,14
67, 8689,2175,19
72, 8737,2122,19
66, 8722,2140,22
67, 8658,2214,11
76, 8680,2179,15
72, 8640,2222,16
62, 8686,2177,25
69, 8737,2130,14
66, 8732,2134,18
78, 8660,2194,18
71, 8666,2192,21
70, 8753,2110,17
73, 8693,2169,15
80, 8642,2219,9
60, 8692,2184,14
71, 8651,2209,19
75, 8707,2148,20
65, 8645,2215,25
77, 8696,2159,18
77, 8735,2121,17
75, 8654,2212,9
75, 8799,2059,17
76, 8721,2133,20
69, 8667,2190,24
61, 8714,2157,18
58, 8637,2239,16
68, 8637,2224,21
72, 8651,2209,18
77, 8722,2141,10
76, 8685,2176,13
74, 8738,2122,16
69, 8748,2107,26
87, 8634,2209,20
67, 8629,2235,19
66, 8665,2200,19
62, 8706,2167,15
76, 8676,2182,16
71, 8674,2188,17
72, 8642,2221,15
79, 8705,2144,22
64, 8707,2167,12
74, 8731,2132,13
70, 8669,2194,17
76, 8691,2167,16
65, 8703,2171,11
62, 8648,2224,16
74, 8769,2094,13
63, 8746,2117,24
78, 8655,2203,14
62, 8695,2181,12
66, 8615,2251,18
66, 8732,2140,12
68, 8693,2175,14
75, 8725,2132,18
58, 8624,2245,23
62, 8712,2155,21
72, 8690,2165,23
74, 8683,2177,16
62, 8699,2172,17
62, 8644,2224,20
70, 8653,2209,18
73, 8689,2169,19
66, 8703,2155,26
62, 8680,2177,31
72, 8654,2206,18
55, 8696,2178,21
81, 8660,2195,14
68, 8671,2200,11
71, 8725,2137,17
72, 8701,2157,20
76, 8682,2179,13
74, 8722,2135,19
65, 8683,2184,18
78, 8658,2201,13
69, 8715,2147,19
66, 8679,2194,11
62, 8746,2128,14
69, 8647,2212,22
72, 8704,2156,18
58, 8681,2183,28
75, 8735,2129,11
62, 7666,3196,26
67, 7541,3314,28
57, 7655,3214,24
53, 7596,3279,22
63, 7503,3363,21
58, 7608,3261,23
56, 7541,3321,32
51, 7617,3253,29
71, 7613,3238,28
65, 7629,3225,31
59, 7599,3262,30
73, 7707,3143,27
54, 7571,3298,27
62, 7561,3299,28
58, 7604,3261,27
55, 7575,3291,29
56, 7665,3204,25
66, 7568,3287,29
62, 7589,3267,32
47, 7558,3305,40
54, 7616,3251,29
59, 7613,3246,32
59, 7601,3265,25
58, 7732,3136,24
54, 7542,3333,21
66, 7684,3178,22
53, 7635,3227,35
57, 7678,3187,28
67, 7562,3301,20
59, 7659,3207,25
52, 7630,3239,29
67, 7550,3310,23
71, 7604,3248,27
55, 7468,3393,34
63, 7525,3328,34
58, 7623,3247,22
63, 7588,3272,27
47, 7521,3358,24
66, 7537,3321,26
67, 7514,3340,29
78, 7515,3327,30
59, 7642,3224,25
62, 7654,3204,30
64, 7616,3239,31
