1563, 8263,950,174
0, 0,0,0
0, 0,0,0
1737, 8121,883,209
1771, 8124,866,189
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1728, 8114,917,191
1795, 8039,919,197
1599, 8226,938,187
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1598, 8277,903,172
0, 0,0,0
0, 0,0,0
1669, 8216,886,179
0, 0,0,0
1652, 8194,907,197
0, 0,0,0
0, 0,0,0
0, 0,0,0
1628, 8234,922,166
1761, 8081,922,186
1597, 8220,953,180
1569, 8292,926,163
0, 0,0,0
0, 0,0,0
0, 0,0,0
1671, 8189,938,152
0, 0,0,0
0, 0,0,0
1673, 8186,893,198
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1532, 8338,923,157
0, 0,0,0
0, 0,0,0
0, 0,0,0
1790, 8096,876,188
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1702, 8092,957,199
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1595, 8287,910,158
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1654, 8231,899,166
0, 0,0,0
0, 0,0,0
1615, 8251,907,177
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1650, 8184,934,182
0, 0,0,0
1614, 8279,895,162
0, 0,0,0
0, 0,0,0
1695, 8151,879,225
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1707, 8158,868,217
1672, 8153,954,171
0, 0,0,0
0, 0,0,0
0, 0,0,0
1732, 8094,899,225
1672, 8183,909,186
0, 0,0,0
0, 0,0,0
0, 0,0,0
1510, 7227,1863,350
0, 0,0,0
1429, 7433,1733,355
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1396, 7363,1842,349
0, 0,0,0
1442, 7392,1760,356
1388, 7338,1881,343
1498, 7281,1798,373
0, 0,0,0
1525, 7234,1801,390
0, 0,0,0
1466, 7282,1848,354
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1511, 7233,1805,401
0, 0,0,0
0, 0,0,0
0, 0,0,0
1439, 7346,1819,346
0, 0,0,0
0, 0,0,0
1441, 7295,1814,400
0, 0,0,0
0, 0,0,0
0, 0,0,0
1558, 7219,1752,421
0, 0,0,0
0, 0,0,0
1432, 7162,1982,374
0, 0,0,0
0, 0,0,0
1437, 7364,1780,369
0, 0,0,0
0, 0,0,0
0, 0,0,0
1397, 7316,1893,344
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
0, 0,0,0
1455, 7268,1855,372
1521, 7176,1860,393
0, 0,0,0
0, 0,0,0
0, 0,0,0
1450, 7336,1783,381
1496, 7290,1776,388
