4473, 5368,594,515
4442, 5391,599,518
4473, 5385,595,497
4479, 5324,641,506
4505, 5353,619,473
4465, 5401,581,503
4472, 5381,607,490
4441, 5358,630,521
4451, 5408,579,512
4451, 5364,618,517
4482, 5426,544,498
4466, 5439,575,470
4479, 5363,612,496
4513, 5374,607,456
4476, 5424,555,495
4448, 5399,617,486
4491, 5407,561,491
4470, 5448,549,483
4477, 5397,589,487
4431, 5404,582,533
4489, 5380,588,493
4432, 5404,614,500
4514, 5403,547,486
4473, 5322,630,525
4489, 5334,614,513
4499, 5396,592,463
4478, 5352,627,493
4430, 5400,593,527
4498, 5399,587,466
4504, 5375,586,485
4518, 5373,595,464
4482, 5377,587,504
4454, 5378,606,512
4463, 5420,563,504
4504, 5361,609,476
4462, 5362,614,512
4472, 5364,597,517
4483, 5385,601,481
4453, 5373,603,521
4498, 5373,577,502
4485, 5352,612,501
4464, 5381,582,523
4462, 5385,587,516
4492, 5383,596,479
4462, 5394,580,514
4451, 5377,636,486
4431, 5433,591,495
4477, 5376,605,492
4513, 5335,631,471
4484, 5390,592,484
4488, 5402,579,481
4505, 5355,617,473
4453, 5403,580,514
4441, 5373,592,544
4472, 5341,660,477
4468, 5423,583,476
4485, 5413,577,475
4461, 5369,621,499
4487, 5390,593,480
4469, 5384,595,502
4498, 5340,620,492
4474, 5337,640,499
4485, 5386,578,501
4507, 5395,576,472
4451, 5371,598,530
4461, 5404,586,499
4457, 5372,610,511
4475, 5377,579,519
4477, 5400,581,492
4463, 5325,625,537
4468, 5356,636,490
4475, 5408,560,507
4490, 5350,641,469
4440, 5385,618,507
4522, 5353,625,450
4490, 5370,613,477
4427, 5380,611,532
4489, 5413,566,482
4454, 5404,596,496
4485, 5349,624,492
4445, 5357,627,521
4458, 5426,575,491
4468, 5383,596,503
4465, 5354,604,527
4486, 5332,642,490
4441, 5402,599,508
4458, 5399,589,504
4496, 5373,606,475
4418, 5435,553,544
4466, 5358,608,518
4520, 5372,589,469
4504, 5354,627,465
4527, 5352,627,444
4514, 5354,593,489
4463, 5400,571,516
4497, 5375,596,482
4472, 5340,617,521
4449, 5411,555,535
4473, 5357,634,486
4489, 5393,574,494
3952, 4835,1166,997
3995, 4710,1249,996
4041, 4795,1181,933
3964, 4803,1149,1034
3962, 4845,1155,988
4008, 4797,1191,954
3939, 4768,1237,1006
3988, 4762,1207,993
3995, 4781,1198,976
4036, 4745,1199,970
3964, 4778,1207,1001
3904, 4799,1187,1060
3983, 4797,1190,980
4006, 4803,1177,964
3929, 4774,1228,1019
3975, 4745,1233,997
4028, 4772,1212,938
4019, 4729,1235,967
4018, 4790,1189,953
3991, 4845,1155,959
4020, 4843,1130,957
3948, 4785,1216,1001
3933, 4771,1226,1020
3978, 4774,1220,978
3938, 4850,1153,1009
4014, 4754,1226,956
3991, 4687,1276,996
3882, 4810,1210,1048
4020, 4762,1211,957
4018, 4785,1205,942
3947, 4755,1219,1029
4034, 4784,1193,939
4023, 4760,1211,956
3962, 4821,1169,998
4001, 4765,1208,976
4013, 4728,1234,975
4000, 4755,1227,968
3984, 4784,1215,967
3987, 4784,1208,971
3933, 4743,1229,1045
3962, 4814,1179,995
4036, 4820,1130,964
4007, 4768,1192,983
3934, 4790,1197,1029
3964, 4878,1114,994
3969, 4853,1140,988
3936, 4774,1204,1036
3985, 4811,1146,1008
3961, 4743,1250,996
3981, 4807,1177,985
4055, 4781,1195,919
3976, 4806,1198,970
3984, 4753,1237,976
3995, 4786,1212,957
3969, 4786,1189,1006
4003, 4738,1237,972
3910, 4834,1184,1022
4034, 4736,1232,948
3942, 4748,1211,1049
3948, 4771,1207,1024
3960, 4821,1171,998
3937, 4773,1212,1028
3966, 4804,1160,1020
3990, 4732,1244,984
3987, 4767,1222,974
3932, 4783,1197,1038
3967, 4767,1213,1003
3923, 4745,1225,1057
4003, 4778,1192,977
4004, 4783,1205,958
4003, 4766,1200,981
3973, 4832,1164,981
3955, 4745,1236,1014
3989, 4724,1256,981
3934, 4721,1273,1022
3985, 4803,1209,953
3949, 4794,1205,1002
3926, 4796,1201,1027
3966, 4833,1142,1009
3958, 4805,1182,1005
4014, 4830,1159,947
4005, 4731,1217,997
3920, 4767,1212,1051
3983, 4706,1274,987
3946, 4771,1198,1035
3971, 4752,1224,1003
3998, 4799,1206,947
3968, 4809,1181,992
4010, 4823,1173,944
3938, 4859,1158,995
3933, 4837,1160,1020
4016, 4771,1225,938
4020, 4800,1164,966
4011, 4784,1168,987
3989, 4740,1251,970
3957, 4808,1179,1006
3949, 4817,1153,1031
3949, 4757,1236,1008
3971, 4822,1179,978
3957, 4746,1236,1011
3438, 4180,1791,1541
3494, 4209,1774,1473
3431, 4238,1773,1508
3439, 4185,1792,1534
3521, 4244,1771,1414
3493, 4135,1846,1476
3549, 4182,1790,1429
3433, 4186,1811,1520
3474, 4235,1768,1473
