1318, 8477,1006,149
1254, 8566,996,134
1382, 8492,913,163
1326, 8540,936,148
1335, 8538,929,148
1338, 8521,953,138
1287, 8565,955,143
1395, 8477,937,141
1247, 8625,928,150
1320, 8551,935,144
1393, 8473,942,142
1296, 8590,925,139
1302, 8563,950,135
1264, 8652,906,128
1316, 8505,980,149
1296, 8563,947,144
1316, 8562,910,162
1336, 8469,983,162
1352, 8495,955,148
1391, 8500,916,143
1355, 8572,862,161
1331, 8614,872,133
1259, 8628,928,135
1391, 8435,960,164
1243, 8626,939,142
1332, 8537,918,163
1316, 8536,969,129
1339, 8550,926,135
1288, 8576,928,158
1269, 8595,958,128
1359, 8520,950,121
1408, 8468,902,172
1331, 8514,967,138
1431, 8455,942,122
1364, 8484,960,142
1330, 8534,929,157
1299, 8588,938,125
1263, 8565,971,151
1283, 8610,895,162
1304, 8577,915,154
1355, 8480,960,155
1277, 8547,978,148
1389, 8510,903,148
1253, 8604,960,133
1235, 8642,958,115
1320, 8576,921,133
1397, 8521,892,140
1261, 8563,986,140
1330, 8486,976,158
1295, 8596,920,139
1351, 8487,958,154
1368, 8457,962,163
1415, 8478,920,137
1389, 8511,911,139
1277, 8553,980,140
1318, 8499,975,158
1334, 8526,941,149
1329, 8517,969,135
1369, 8479,950,152
1432, 8415,933,170
1297, 8538,954,161
1409, 8432,950,159
1312, 8588,902,148
1240, 8642,919,149
1253, 8611,959,127
1458, 8439,923,130
1385, 8460,958,147
1360, 8501,936,153
1347, 8540,922,141
1217, 8593,998,142
1318, 8547,926,159
1324, 8524,960,142
1384, 8460,946,160
1277, 8602,939,132
1279, 8560,940,171
1317, 8525,961,147
1262, 8530,994,164
1240, 8631,955,124
1263, 8625,912,150
1279, 8562,965,144
1298, 8566,922,164
1383, 8549,863,155
1337, 8494,976,143
1249, 8605,959,137
1325, 8534,951,140
1344, 8572,901,133
1310, 8555,938,147
1275, 8519,998,158
1259, 8573,964,154
1295, 8566,943,146
1393, 8474,933,150
1340, 8542,933,135
1304, 8520,981,145
1432, 8433,930,155
1371, 8450,996,133
1284, 8548,976,142
1277, 8594,942,137
1295, 8588,909,158
1355, 8483,963,149
1410, 8486,904,150
1195, 7578,1876,301
1221, 7505,1901,323
1168, 7545,1954,283
1187, 7581,1914,268
1260, 7591,1797,302
